date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:24	149681/149681	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Sep%202023%2012:54:53%20GMT	https://jogari.com/asif/maleeha/html/img/about-img-1.jpg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/about-img-1.jpg	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:24	503534/503534	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Sep%202023%2012:55:05%20GMT	https://jogari.com/asif/maleeha/html/img/banner-6.jpg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/banner-6.jpg	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:26	141153/141153	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Sep%202023%2012:55:38%20GMT	https://jogari.com/asif/maleeha/html/img/portofolio/2.jpg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/portofolio/2.jpg	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:26	118172/118172	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Sep%202023%2012:54:55%20GMT	https://jogari.com/asif/maleeha/html/img/about-img-3.jpg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/about-img-3.jpg	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:26	131742/131742	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Sep%202023%2012:55:36%20GMT	https://jogari.com/asif/maleeha/html/img/portofolio/1.jpg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/portofolio/1.jpg	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:26	87728/87728	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Sep%202023%2012:55:38%20GMT	https://jogari.com/asif/maleeha/html/img/portofolio/3.jpg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/portofolio/3.jpg	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:27	163547/163547	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Sep%202023%2012:55:40%20GMT	https://jogari.com/asif/maleeha/html/img/portofolio/4.jpg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/portofolio/4.jpg	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:27	204417/204417	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Sep%202023%2012:55:41%20GMT	https://jogari.com/asif/maleeha/html/img/portofolio/5.jpg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/portofolio/5.jpg	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:27	114014/114014	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Sep%202023%2012:55:42%20GMT	https://jogari.com/asif/maleeha/html/img/portofolio/6.jpg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/portofolio/6.jpg	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:27	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:42:27%20GMT	https://jogari.com/asif/maleeha/html/blog-details.html	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/blog-details.html	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:29	186697/186697	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Sep%202023%2012:55:17%20GMT	https://jogari.com/asif/maleeha/html/img/blog/1.jpg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/blog/1.jpg	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:29	254009/254009	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Sep%202023%2012:55:20%20GMT	https://jogari.com/asif/maleeha/html/img/blog/2.jpg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/blog/2.jpg	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:30	186665/186665	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Sep%202023%2012:55:20%20GMT	https://jogari.com/asif/maleeha/html/img/blog/3.jpg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/blog/3.jpg	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:30	2540/2540	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Sep%202023%2012:54:50%20GMT	https://jogari.com/asif/maleeha/html/img/testimonial-1.jpg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/testimonial-1.jpg	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:31	7168/7168	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Sep%202023%2012:55:29%20GMT	https://jogari.com/asif/maleeha/html/img/company-logo/1.png	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/company-logo/1.png	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:31	5146/5146	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Sep%202023%2012:55:29%20GMT	https://jogari.com/asif/maleeha/html/img/company-logo/2.png	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/company-logo/2.png	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:31	7353/7353	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Sep%202023%2012:55:30%20GMT	https://jogari.com/asif/maleeha/html/img/company-logo/3.png	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/company-logo/3.png	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:32	6912/6912	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Sep%202023%2012:55:30%20GMT	https://jogari.com/asif/maleeha/html/img/company-logo/4.png	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/company-logo/4.png	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:32	6440/6440	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Sep%202023%2012:55:31%20GMT	https://jogari.com/asif/maleeha/html/img/company-logo/5.png	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/company-logo/5.png	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:32	7053/7053	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Sep%202023%2012:55:31%20GMT	https://jogari.com/asif/maleeha/html/img/company-logo/6.png	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/company-logo/6.png	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:33	7371/7371	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Sep%202023%2012:55:32%20GMT	https://jogari.com/asif/maleeha/html/img/company-logo/7.png	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/company-logo/7.png	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:33	6880/6880	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Sep%202023%2012:55:32%20GMT	https://jogari.com/asif/maleeha/html/img/company-logo/8.png	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/img/company-logo/8.png	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:33	1656/1656	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:53:45%20GMT	https://jogari.com/asif/maleeha/html/js/classie.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/js/classie.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:34	7671/7671	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:53:52%20GMT	https://jogari.com/asif/maleeha/html/js/modernizr.custom.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/js/modernizr.custom.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:37	84344/84344	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:53:49%20GMT	https://jogari.com/asif/maleeha/html/js/jquery-2.1.4.min.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/js/jquery-2.1.4.min.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:38	86659/86659	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:53:51%20GMT	https://jogari.com/asif/maleeha/html/js/jquery.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/js/jquery.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:38	37045/37045	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:53:45%20GMT	https://jogari.com/asif/maleeha/html/js/bootstrap.min.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/js/bootstrap.min.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:38	53647/53647	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:53:54%20GMT	https://jogari.com/asif/maleeha/html/js/owl.carousel.min.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/js/owl.carousel.min.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:39	6949/6949	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:53:47%20GMT	https://jogari.com/asif/maleeha/html/js/imagesloaded.pkgd.min.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/js/imagesloaded.pkgd.min.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:39	43759/43759	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:53:48%20GMT	https://jogari.com/asif/maleeha/html/js/isotope.pkgd.min.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/js/isotope.pkgd.min.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:40	48887/48887	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:53:50%20GMT	https://jogari.com/asif/maleeha/html/js/jquery.fancybox.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/js/jquery.fancybox.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:40	20216/20216	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:53:52%20GMT	https://jogari.com/asif/maleeha/html/js/jquery.magnific-popup.min.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/js/jquery.magnific-popup.min.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:40	3981/3981	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:53:46%20GMT	https://jogari.com/asif/maleeha/html/js/counter.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/js/counter.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:42	94880/94880	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:54:11%20GMT	https://jogari.com/asif/maleeha/html/rs-plugin/js/jquery.themepunch.tools.min.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/rs-plugin/js/jquery.themepunch.tools.min.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:42	111127/111127	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:54:12%20GMT	https://jogari.com/asif/maleeha/html/rs-plugin/js/jquery.themepunch.revolution.min.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/rs-plugin/js/jquery.themepunch.revolution.min.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:42	418582/418582	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:53:56%20GMT	https://jogari.com/asif/maleeha/html/js/plugin.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/js/plugin.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:43	12539/12539	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2012:53:47%20GMT	https://jogari.com/asif/maleeha/html/js/init.js	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/js/init.js	(from https://jogari.com/asif/maleeha/html/index.html)
15:12:43	54188/54188	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2021%20Sep%202023%2012:52:21%20GMT	https://jogari.com/asif/maleeha/html/css/font/xcon8158.eot?4965248	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/css/font/xcon81588158.eot	(from https://jogari.com/asif/maleeha/html/css/plugins.css)
15:12:44	27140/27140	---M--	200	added ('OK')	font/woff2	date:Thu,%2021%20Sep%202023%2012:52:23%20GMT	https://jogari.com/asif/maleeha/html/css/font/xcon8158.woff2?4965248	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/css/font/xcon81588158.woff2	(from https://jogari.com/asif/maleeha/html/css/plugins.css)
15:12:44	32060/32060	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2021%20Sep%202023%2012:52:22%20GMT	https://jogari.com/asif/maleeha/html/css/font/xcon8158.woff?4965248	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/css/font/xcon81588158.woff	(from https://jogari.com/asif/maleeha/html/css/plugins.css)
15:12:44	54036/54036	---M--	200	added ('OK')	font/truetype	date:Thu,%2021%20Sep%202023%2012:52:23%20GMT	https://jogari.com/asif/maleeha/html/css/font/xcon8158.ttf?4965248	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/css/font/xcon81588158.ttf	(from https://jogari.com/asif/maleeha/html/css/plugins.css)
15:12:45	71910/71910	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2021%20Sep%202023%2012:52:21%20GMT	https://jogari.com/asif/maleeha/html/css/font/xcon8158.svg?4965248	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/css/font/xcon81588158.svg	(from https://jogari.com/asif/maleeha/html/css/plugins.css)
15:12:45	8043/8043	---M-Z	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2012:52:27%20GMT	https://jogari.com/asif/maleeha/html/css/overlays/02.html	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/css/overlays/02.html	(from https://jogari.com/asif/maleeha/html/css/plugins.css)
15:12:45	8043/8043	---M-Z	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2012:52:16%20GMT	https://jogari.com/asif/maleeha/html/css/ytp-regular.html	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/css/ytp-regular.html	(from https://jogari.com/asif/maleeha/html/css/plugins.css)
15:12:45	8043/8043	---M-Z	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2012:52:15%20GMT	https://jogari.com/asif/maleeha/html/css/ytp-regular-2.html	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/css/ytp-regular-2.html	(from https://jogari.com/asif/maleeha/html/css/plugins.css)
15:12:46	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:42:46%20GMT	https://jogari.com/asif/maleeha/html/images/raster.html	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/images/raster.html	(from https://jogari.com/asif/maleeha/html/css/plugins.css)
15:12:46	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:42:46%20GMT	https://jogari.com/asif/maleeha/html/images/raster%402x.html	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/images/raster@2x.html	(from https://jogari.com/asif/maleeha/html/css/plugins.css)
15:12:47	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:42:47%20GMT	https://jogari.com/asif/maleeha/html/images/raster_dot.html	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/images/raster_dot.41.delayed	(from https://jogari.com/asif/maleeha/html/css/plugins.css)
15:12:49	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:42:49%20GMT	https://jogari.com/asif/maleeha/html/images/raster_dot%402x.html	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/images/raster_dot@2x.42.delayed	(from https://jogari.com/asif/maleeha/html/css/plugins.css)
15:12:50	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:42:50%20GMT	https://jogari.com/asif/maleeha/html/fonts/glyphicons-halflings-regular.eot	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/fonts/glyphicons-halflings-regular.43.delayed	(from https://jogari.com/asif/maleeha/html/css/bootstrap.min.css)
15:12:51	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:42:51%20GMT	https://jogari.com/asif/maleeha/html/fonts/glyphicons-halflings-regular.eot?	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/fonts/glyphicons-halflings-regular.44d41d.delayed	(from https://jogari.com/asif/maleeha/html/css/bootstrap.min.css)
15:12:53	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:42:53%20GMT	https://jogari.com/asif/maleeha/html/fonts/glyphicons-halflings-regular.woff2	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/fonts/glyphicons-halflings-regular.45.delayed	(from https://jogari.com/asif/maleeha/html/css/bootstrap.min.css)
15:12:54	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:42:54%20GMT	https://jogari.com/asif/maleeha/html/fonts/glyphicons-halflings-regular.woff	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/fonts/glyphicons-halflings-regular.46.delayed	(from https://jogari.com/asif/maleeha/html/css/bootstrap.min.css)
15:12:55	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:42:55%20GMT	https://jogari.com/asif/maleeha/html/fonts/glyphicons-halflings-regular.ttf	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/fonts/glyphicons-halflings-regular.47.delayed	(from https://jogari.com/asif/maleeha/html/css/bootstrap.min.css)
15:12:57	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:42:57%20GMT	https://jogari.com/asif/maleeha/html/fonts/glyphicons-halflings-regular.svg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/fonts/glyphicons-halflings-regular.48.delayed	(from https://jogari.com/asif/maleeha/html/css/bootstrap.min.css)
15:12:58	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:42:58%20GMT	https://jogari.com/asif/maleeha/html/fonts/Flaticon.eot	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/fonts/Flaticon.49.delayed	(from https://jogari.com/asif/maleeha/html/css/flaticon.css)
15:13:00	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:43:00%20GMT	https://jogari.com/asif/maleeha/html/fonts/Flaticond41d.eot?	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/fonts/Flaticond41d.4ad41d.delayed	(from https://jogari.com/asif/maleeha/html/css/flaticon.css)
15:13:02	56804/56804	---M--	200	added ('OK')	font/woff2	date:Thu,%2021%20Sep%202023%2012:52:33%20GMT	https://jogari.com/asif/maleeha/html/fonts/Flaticon.woff2	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/fonts/Flaticon.woff2	(from https://jogari.com/asif/maleeha/html/css/flaticon.css)
15:13:03	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:43:02%20GMT	https://jogari.com/asif/maleeha/html/fonts/Flaticon.woff	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/fonts/Flaticon.4c.delayed	(from https://jogari.com/asif/maleeha/html/css/flaticon.css)
15:13:03	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:43:03%20GMT	https://jogari.com/asif/maleeha/html/fonts/Flaticon.ttf	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/fonts/Flaticon.ttf	(from https://jogari.com/asif/maleeha/html/css/flaticon.css)
15:13:04	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:43:04%20GMT	https://jogari.com/asif/maleeha/html/fonts/Flaticon.svg	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/fonts/Flaticon.4e.delayed	(from https://jogari.com/asif/maleeha/html/css/flaticon.css)
15:13:06	251/251	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Oct%202023%2009:43:06%20GMT	https://jogari.com/asif/maleeha/html/fonts/fontawesome-webfont.eot?v=4.6.3	C:/Users/Lenovo/Desktop/Const/constr/jogari.com/asif/maleeha/html/fonts/fontawesome-webfont.4f5b62.delayed	(from https://jogari.com/asif/maleeha/html/css/font-awesome.css)
